latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
55.134719999999994,21.38595,331.91,0.53,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,278.7,5.35,D
55.13854,21.38488,337.01,0.53,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,284.17,22.57,D
55.13703,21.3683,347.16,0.53,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,278.78,7.18,D
54.63454,20.72533,330.86,0.5,0.41,2022-03-10,1138,1,VIIRS,n,2.0NRT,280.23,10.16,D
54.49426,21.778170000000003,325.64,0.53,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,279.23,6.91,D
54.644740000000006,20.63565,336.89,0.49,0.41,2022-03-10,1138,1,VIIRS,n,2.0NRT,279.74,5.08,D
54.8312,22.59161,325.92,0.38,0.43,2022-03-10,1138,1,VIIRS,n,2.0NRT,277.31,2.34,D
54.86371,22.6882,338.03,0.39,0.44,2022-03-10,1138,1,VIIRS,n,2.0NRT,278.28,5.19,D
55.039840000000005,21.351229999999997,346.17,0.57,0.69,2022-03-11,941,1,VIIRS,n,2.0NRT,276.41,9.21,D
55.109030000000004,21.50925,330.03,0.56,0.69,2022-03-11,941,1,VIIRS,n,2.0NRT,276.98,3.31,D
55.045159999999996,21.34496,356.33,0.57,0.69,2022-03-11,941,1,VIIRS,l,2.0NRT,277.82,13.86,D
54.8336,20.76823,330.07,0.61,0.71,2022-03-11,941,1,VIIRS,n,2.0NRT,271.96,3.07,D
54.485730000000004,21.76691,331.77,0.59,0.7,2022-03-11,941,1,VIIRS,n,2.0NRT,272.32,4.84,D
54.58991999999999,21.97392,327.1,0.57,0.69,2022-03-11,941,1,VIIRS,n,2.0NRT,273.76,5.11,D
54.88828,22.30111,328.11,0.54,0.68,2022-03-11,941,1,VIIRS,n,2.0NRT,271.29,5.02,D
54.96136,21.56785,330.75,0.57,0.69,2022-03-11,941,1,VIIRS,n,2.0NRT,276.95,4.4,D
54.51152,20.368489999999998,348.42,0.65,0.73,2022-03-11,941,1,VIIRS,n,2.0NRT,267.9,14.99,D
55.04277,21.35876,339.98,0.57,0.69,2022-03-11,941,1,VIIRS,n,2.0NRT,274.56,8.0,D
54.46233,21.921110000000002,332.23,0.58,0.7,2022-03-11,941,1,VIIRS,n,2.0NRT,273.41,3.95,D
54.485640000000004,21.77374,334.64,0.59,0.7,2022-03-11,941,1,VIIRS,n,2.0NRT,271.9,8.69,D
54.59423,21.97551,328.2,0.57,0.69,2022-03-11,941,1,VIIRS,n,2.0NRT,273.19,4.21,D
54.488719999999994,21.774520000000003,328.05,0.59,0.7,2022-03-11,941,1,VIIRS,n,2.0NRT,271.08,4.84,D
54.907230000000006,21.16585,328.44,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,277.42,2.74,D
55.154819999999994,21.27747,332.89,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,278.06,3.3,D
55.15565,21.28368,333.37,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,277.94,2.75,D
55.147690000000004,21.386770000000002,333.14,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,280.39,4.93,D
55.12441999999999,21.34368,343.75,0.4,0.37,2022-03-11,1119,1,VIIRS,n,2.0NRT,281.1,5.47,D
